mensagem,odio
USER Lula PT estar morto enterrar Todavia Bolsonaro ressuscitar Babá quadrilha ladrão ir lutar pa,1
USER fofo USER ahahah porra defender cara nao conhecer bonitinho fofo USER sonhar nao conseguir nng feio inteligente entao dedinho sonhar alto ahaha tao futil crepusculo,1
caralho dormi 15 hora kkkkkkkkkk,1
folgado tomar ser eliminar,0
propaganda curtíssimo mensagem profundo Boticário USER,0
abaixar bola globalisitas USER precisar ficar mandar mundo tomar cu,1
falar ver dar merda correr pra seguro Kú,1
USER flow Monark,0
temp matar vergonha alheio,0
USER claro querer simples abdique liberdade mulher liberdade comportamental sexual econômico deixar homem comander vida vendam mercadoria doença matar trabalhar trabalhar tornar engrenagem indústria massacrante desumano USER século passado,1
apesar rolê ser merda pra eu ver gente q odiar fundamental hoje saber letra música cor ehr emocionante,1
Ta rabo ns cerca,1
USER USER USER Racista krlh smt lixo branco skatista homem,1
USER USER USER Estúpida colocar babaca vc mundo,0
USER Bahiano nao cerebro bolsonaro reeleger,0
parar falar merda mano,1
aprender geração pessoa nao debater coisa ser desejar ser infelizmente criar pessoa burro fraco pq debatir cancelar pessoa diferente de elas ir ser geração burro ignorante facilmente manipular governo,1
adiantar chorar USER avisar Defecar boca pra público severo consequência,0
corpo gordinho lir adorar mulhres gordinhasvc USER frenteforabraço,0
afronta sociedade infeliz empurrar filosofia inferno JAMAIS conseguir ver pessoa normal saibam psicólogo médico tirar pôr USER chamar DNA bosta escória humanidade USER acima família,1
USER USER USER igual opinião aliás discutir petista Militonto divertido burrice retardo mental cansar Continua acreditar quadrilha Bandido pra,1
hetero reclamar mesmo criticar casal homoafetivo adotar criança filho sangue provavelmente visitar ajudar orfanato mesmo sofrer preconceito reverso morrer corpo queimar ser hetero Ensinam filho pegar ser macho violento babaca filha sobrar ser recatar lar respeito ser humano ensinar criança respeito genérico Hipocrisia hipocrisia hipocrisia,1
Começaram dizer mulher abusar USER jornalismo,1
58888essa merda castigo deus degenerado soubesse de esse informação ter continuar punheta correr putasfalar de esse merda ficor medo sair puta novamente sinal mandar virar celibatário saco correr mulher tar segurar vontade comer puta,1
USER encaixar descrição dizer RAÇA MALDITA crente atual profanan nome deus,0
canalha,1
USER família fechar MITO PT LADRÃO VOLTAMOS RAÇA IMUNDA FDP LADRÕES URL,0
Único pessoa q tentar lacrar voce comentário,1
USER sério USER acreditar ouver merda Anitta cantar gostar rabo Gelat,1
vey bom video de ele ja fã crepusculo infelizmente ver senti idiota,1
minoria realmente achar diceminar algum mentira Coitados vcs certo vergonha alheio utilidade ficar ae mentira achar ganhar vcs cavar próprio cova emissora falir falar né ter criar canal YouTube bonde lixo escório Brasil,1
dia ter tds sistema político totalitário genocida ser rechaçar mundo,0
mudar acontecer tds estar sugeito sair voltar praga mineiro desgraçar USER presidente mudar muito coisa pra bom hoje dúvida td,0
USER Fodase bom amigo chegar,0
USER LULA ESFAQUEOU USER,0
USER USER iUSERformar pvf crime direto taUSERto mulher quaUSERto homem USER CRIME falar USERo iUSERício vídeo seUSERtir usar seUSERtir ofeUSERdido Fosse mãe esposo filha USER USER falar merda,1
USER Tô ver gente dormir acordar 500 notícia comeback ir pro aeroporto dedo cu gritar,1
cantado lixo URL,1
ficar raiva eu achar q sl máquina putaria sábado vontade comer miojo,1
USER estudar burro,1
USER USER USER Bolsonaro corrupto mlk retardar cérebro tar atrofiar,1
USER pêrinha,0
USER USER Tá virar putinha Tite,0
USER USER Sai rua bar vagabundo ladrão ir moer raça maldito porrado bar GANGSTERS corno,1
guardar diabo amigo de ele,1
USER baitola lixo,1
USER Y LOS CHINOS ULTRA GENOCIDAS,0
bixo bom video USER USER ver USER 11 minuto HUAHUAHUAHUAHUAHUA USER USER USER USER MULEUSERUE USER PORRA USER ascor USER sentir ver merda cinema vc dizer ai video USER abraço,1
USER propaganda noção Burguer USER Lamentável,0
bando lixo Deixem criança paz,1
Esfaqueado USER querer ganhar prova merda população liberação arma senhor USER deixar acontecer,1
USER M VERGONHA 3 PATETAS DERAM LIDERANÇA PLANTA LINN,0
USER passar vergonha pqp USER,0
alma de esse infeliz condenado arder fogo inferno eternidade,0
Cara ofensa pra USER idade nao so 13 amar crepusculo nao crepusculo Taylor Jacob adorar filme voce nao gostar crepusculo achar sentido nao precisar falar filme publico USER so guardar opioes pra si ninguem precisar nao ofender ninguem causar confusaor comentario so falar opiniao achar voce video adiantar falar merda pra eu opiniao continuar ser mesmo vim 2017 inscreva canal,1
USER USER Reportogem hote assacino USER filiar pt esquerda USER falar pt USER aver USER pensso pessoa mudar pai chamar mulher USER USER agredir verbalmente jornalista USER avor USER Porq em esse enleiçoes USER ir votar USER deixar clr democrassio USER USER liberar arma USER USER diser q bandido bandido morter democracia carater USER querer pra nasçao bom entao pensar USER digo USERs USER votar candidato ms USER USERs vao votar eva sao proprosta USER melhoria pra noss nOçao ve so oodio ser espelhar USER reaçao USER USER USER coisa,1
USER mito deixar pandemia fugir controle kskskks alguém culpa 500 morto USER ninguém respeitar restrição ter contrabando oxigênio ter gente morrer véi vdd 500 morto resultado Bando USER egoísta,1
sea hoy dio Rabia q literalmente ofreció pagar la comida lo amigo d mi hermano y cuar mis amiga cumplen años l o papá ponen un culo Marica es ni la torto,0
USER quanto de esse negro inocente quanto criminoso bandido dou absoluto negro morto inocente infelizmente muito inocente acabar ser matar corrupção polícia,1
lkkkkkkkkkkk fuder,0
USER caçador vampiro burro USER vampiro,1
USER USER oq mau mina surtar cara bunda mole,1
fóda fóda ter falar Brilhando sol KKKKKKKKKKKKK,0
gui levar pau levar narguile,1
Rindo ate 2020 cariri ridicular,0
USER perder cliente,0
USER porcaria entrevistar porcaria puxar saco de ele entrevista ano sair rua comício pra pregar mentira palanque claro Borra calça,1
USER ta feio pra porra ai nao comer,1
Gostar flow mulher percor total vontade assistir USER entrar flow pra puxar conversa casual DIVEIDA pra entreter puxar assunto legal acabar assunto ficar técnico achar merda comentário outro cara USER entrar bar pra conversa bêbado negar trazer quadro giz livro óbvio defender ninguém porrar ambiente pra discussão chegar amigo mar piada perguntar informação tirar moral Tchau chato krl,1
horrível sirvor pra absolutamente pra passar dever insuportável dever estranho lixo conquistar querer vida,1
pessoa entender ninguém nascer gay estudar confirmar mudança comportamento USER princípio gay USER homofóbico bobeira,1
kkkkkk USER USER USER foda,1
cara falar partido nazista falar abominar,0
qnd tirar escapamento carro vier falar mulher curter ir ajudar mulher ser fiz pra eu pq curto fodase URL,1
odeio goiano mineiro,0
caralho ir cliente gol Empresa lixo Lixo Lixo Lixo Lixo,1
garota chato insuportável tomar cu deixar menina postar querer invejoso,1
q burro p fumar kkk,1
n entrar cabeça q perder totalmente controle relacionar dinheiro corro pra LITERALMENTE correr eu pq hj n dar vc q esperar q foder,1
USER antro aproveitador mamar,1
USER safado valer lixo dever preso Deus livre desastre eleição de ele,1
ir começar criar vergonha cara,0
errar coisanão USER filme USERc falar ae USERideo USER comer Bella afinalele USER USERs sangue ejaculação apostar,1
USER nao gordo naoUSER obesavai tratar bom USER,0
achar neurônio funcionar pq ó imbecil,1
solta piranha,1
viciado pau mestre lt3 amer servir putinha pra,1
USER Arthur debochar mulher cara risinho mulher falar mesmo mina q irritar c defender cara mulher bicho mt estranho,1
USER Tú er una asqueroso bodega pus,0
Foda comunismo matar nazismo defender ninguém neutro USER USER citar nazismo colocar contexto burrice,1
USER pessoa viver relacionamento ídolo doentio sofrer mau pessoa sensível,1
Narizinho tar engasgado kkkkkk,0
voz pra nazista pra acabar influenciar querer criança jovem surgir guerra,0
julgar USER mendigo dizer estuprador tapa cara sociedade desempregado casa ingenuidade achar traste governar voltar consiga ajudar psicológico estabilidade viver paz,1
USER USER Deje escribir mkr sea mentiroso,1
USER Caralho álbum impactar época escutar ter dar contar haver 7 dia deitar cama deprimir álbum lembrar outro álbum mexer comigo ser pra sentimento bom ruim,1
USER Maldito himno,0
feio hein cara copiar comentário,1
fodase,0
USER USER USER Wtf cara Tô tentar interpretar lógico ilógico amigo puta parir começar alguém bi hétero gay sexualidade baseiar sexo baseiar gênero pessoa,1
USER tar extresse palavrão affs,0
USER ajudar deixar ninguém ajudar compromisso morte miséria,0
USER Uruguay pro maluco belleza,0
USER cansar passar vergonha financiar porcaria,1
USER USER ai caralho HASHTAG HASHTAG HASHTAG,1
Aeeee caralho sentar paular em esse desgraca,1
USER USER USER IDIOTA USER conheçe falar USER ser stephanie criar historia vampiro lobisobisomem sao ficar merda igual USER criar historia diferente criatividade falar USER USER gay USER dever olhar ta USER pd criticar oq pq opiniao n importar comparar USER USER USER USER falar bella fisicamente fisicamente kristen USER,1
USER Aún hay obtuso creen anticapitalista es vivir en una cueva descalzo ridículo es la ignorancia prepotent,0
vago termo USERuem errar n USERue USER falar merda USER repercussão USERue n intenção apologia n tirar fato fazer apologia nazismo entrevista durar meia hora entrevistar explicar perfeitamente erro fala USER saír ai USERue USER acabar haver patrocínio USER haverer diverso boicote entrevista errar ter punição USERue daUSERui pra frente pensar falar merda vir desculpa USERue bêbado cara culhão pra sustentar erro de ele sozinho jogar culpa coisa muito maturidade,1
gente incomodar curtida opinião achar certos ok certo existir idiotice existir escolhar querer pronto,1
daq começar discutir bíblia saiar mesa ir almoçar sala sozinho pq pqp paciência,0
USER bichona sonsa URL,0
USER valascvijus dou pequeno pra vc dizer mundo caminhar rumo,0
USER ma che pallw beh continuar su questo lineo donda guardar Magari riesci ad avvicinarti Magari se lascia andare si fer,1
USER escrevar quiser porra Tyago teagar titi thiagueira tiu Agueira deixar paz,0
pra marcar Beatriz bixa demorar vei pqp,0
USER USER VIDA USER CAPETA KKKKKKKKKKKKKKKKKKKKKKK,0
USER USER velho fdp alugar automóvel caríssimo pagar regalia combustível Bimbo nunesteu reinado acabar,0
tô ressaca caralho,1
pandemia alastrar vitimar quase 700 brasileiro imbecil calhorda beócio gostar chamar GENOCIDA URL,1
USER USER ai suspeita credibilidade programa verdade Direção mandar coisa absurdo pular pra sair prova pra Traveco ganhar diga orgulho gay,1
for,0
morte criadora crepusculo ser queimar praça,0
USER chupar pica corno manso,1
pessoa ligar pro Monark falar absurdo cara apoiar nazismo Mulekagem vacilo,1
desgraça perder cliente fiel,0
linda campanha Inclusiva USER USER importar ninguém alto direito interferir vida ninguém gostar simplesmente ignorar afinal opinião respeitar vida livre podeser de ela entender ninguém haver decisão vida pessoa paguar conta mesmo Parabéns USER USER iniciativa fodamse idiota,1
USER,0
USER Vagabundo criança rato laboratório assumir consequência,1
ta loco escola filho chegar corredor principal pUSER entrada colégio pedir Mãe USER conhecer escola roupa joelho pUSER morar USERuente USER pelada USER loucaaaaa,1
Euuuu ladrão cadeia URL,1
declaração mostrar USER tratar vcs estatística deixar burro idolatrar ligar pra vc,1
avisar extremo esquerda TSE Políticos Artistas estar dar tiro pé achar adolescente país votar bandido corrupto vagabundo Lula entrar HASHTAG assustar,1
mostro capacidade matar próprio filha imaginar q vergonha perigo crueldade mãe Isabela ver lixo rua,1
USER pegueer 7h cheguei quase 10h trabalho ver corno vir Indaiatuba,1
chamar amor pedir carinho enforca gostar fuder escurinho g Baby,1
foda entendar posicionamento flow achar correto programa leve ficar pesar,1
simplesmente patético,1
USER ficar putaria tô vela,1
q acontecer esperar q n ser filho puta costa,1
USER pequeno esperar mundo mão porrar,0
Abandonou amigo foda 80 Pessoaseles estar qdo USER início,1
to acreditar medo Brasil caraio HASHTAG,0
USER respondi tweet porta gayzão,0
USER USER USER Bostinha putinha milico ficar chateado,0
USER Péssimo pavoroso asqueroso ruim nomear confortar votei atual presidente último eleição URL,1
Monark porra sucesso USER,0
USER USER FICO MENTIROSO PAYASO EL CAMUFLAJE URIBE GENOCIDA CENTRO DEMOCRÁTICO NARCOURIBISTA RATAS CORRUPTOS MAFIOSOS URL,0
podes irmão Irmão deixame tirar cisco olho USER vês trave olho HIPÓCRITAS Tira trave olho poderásr enxergar tirar cisco olho irmão julgar monarck olhar vida,1
USER vacilar galera fazer cara bode cadêr galera cair galera capitão cuecar prestar homenagem USTRA USER país piada hipócrito caralho,1
USER USER bloqueaste zurdo inmur les gustar ustede lacra parásita URL,0
USER passar vergonha post engajamento ninguém ligar besteira vc postar,1
USER USER Santos USER USER P,0
melhorar ficor casa pra sair n porra ir melhorar,0
cara vc foda,1
USER USER Vc tar sacanagem Seriedade país sério advogado PCC jamais juiz supremo corte u País sério candidato estar grade Vc comemorar calar voz opositor ser calar verme,0
curto story ser foto feed Fodace,0
Vingança preferir vingar pqp,0
USER dar dama Brasil pohar,0
Burro dms,0
USER Bolsonaro jogar jogo sujoEle maquina canalha p interesse peçer pDeus levar vida co ódio qeu de ele governo raiva vida golpe sintar ódio golpista,1
USER Pau dar cu de ele,1
fuder lindo d,0
USER tô lixo,1
USER USER Pqp tar ver dia pensar diabo t cara pastor de aqui virar político,1
ensinar criança existir homem mulher,1
verdade prisão inafiançável parar diminuir cara canalha,1
pq invés matar metade ser vivo n recurso infinito Thanos fdp querer q mundo foder msm pq ser inteligente ter fazer direito Burro,1
USER USER ESPERO USER TENHA IDO,0
USER voltar falar cu,1
USER falar 3 frase flow foda tar quase chorar,1
Lina visto realmente mandar 3 pro paredão queimar 100 sofá kkkkk,0
gostar BURGUER USER gostar total repúdio,0
USER N conseguir entender bissexualidade pra normal sapatao viar,1
USER USER USER Bolsonaro ser lembrar ladrão fascista genocidar entregar país bando pastor canalha continuar roubar 650 morto pra vagabundo,1
manar USER USER USER USEResse cara mito manoparabem sucesso USER,0
kkkkk Eslô putinho pq pegar monstro intocável genteeeeee enter pq entrar bbb kkkk,0
chamar amor pedir carinho enforcar q gostar fuder escurinho gozar baaaaaabyyyyy,1
sinceramente achar ridículo propaganda simples fato estar colocar criança papel q saber falar opinião formar pensamento pai de elas de eles comunidade LGBT achar forçar trazer criança Opiniões assunto,0
USER cagar USER USER USER debate USER caloroso bater frente convidado pergunta massa população escutar parabenizar USER USER trabalho sincero achar USER trazer entretenimento massa USER abrir pod cast levar frente projeto garantar público ser fiel,1
USER absurdo né Francamente enxada pra colarinho branco Vadios pagar cambar ladrão,1
diferença pegar traveco outro mulher personalzoeira URL,1
burro normal USER único pessoa conhecer persistir burrice quase inacreditável,1
Conseguiram acabar vida cara mundo saber idiota certos tema abordar Levava professor dar 24hrs aula sobrio Fico triste humano capaz de esse,1
USER USER ladrão corrupto ex presidiário líder quadrilha PT outro Genocída mentiroso moleque Milíciano arruaceiro irresponsavel corrupto vagabundo corno negacionista covarde Noivinha Aristides mico TARADO machão cercadinho Rachadinha URL,1
pagar caro Deus,0
USER acabar pesar pro Igor literalmente culpa,0
eu cabimento obvio situação infeliz óbvio Monark ser desligar força mídia patrocinio higienizar bonitinho perfeito puta parir,1
14 teoria prato i abundância escassez 47965excelente anão acordo keikaku47979esso livro focado prático mudança mentalidade necessário pra sucesso engraçado ler perceber merda sentido exemplo ter adolescência sinceramente achar homem dever ler merda naturalmente redpillado circunstância,1
cair lábia Givaldo USER oh mulher besto mermão,1
Cómo les encantar mamar Memo Ochoa los tudn,0
USER USER tacar fogo apoiar movimento idiota ridículo,1
ai meda marreco mentiroso corrupto ladrão argumento politico proposta politico indiferente USER primeiro pergunta começar desmaiar Flavio USER ai piada marreco Maringá presidente,1
USER USER olha cara retardar broxa kkkkkk neoliberalzinho defensor burguês ladrão,1
saber mulher louco surtar gado conservador mulher estar desesperado passar pano mulher igreja Toma pvto kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk honradinha dar pro mendigo louco,1
Gostaria comentário declaração USER repúdio conceder liberdade expressão reaparecimento criminoso genocida louco dito imperioso destacar postura USER falar pensar refletir desculpar hora acabar estar ver USER haver profetizar medo falar merda programa acabar Quase conseguir USER ter trabalho recomeçar outro destaque despreparo intelectual arrogância USER querer debater assunto conhecimento USER ter mínimo noção horror nazismo jamais falar tamanho absurdo USER rapaz precisar rever conceito estilo vida USER desculpa aceitar siga frente ser feliz,1
USER RATA ASQUEROSA INMUNDA LACRA RUIN Y MISERABLE,0
realmente tática moça existir conversa algum USER equina hoje amanheci perna doer USER fofoqueiro cadêr chapa afirmar tar doer chapa,1
USER Viejo ridículo,0
USER problema assunto respeito usar pequeno pra comercial piores falar MT hipocrisia falar ninguém pequeno pra comercial hétero gnt vc pra passar vergonha,1
USER USER USER USER USER USER KKKKKK,0
odeior qnd amigo lembrar ex esquema ficar soltar graça p pessoa mano q vergonha gui descobrir agr,1
USER ação publicitar massa Fico triste existir humano escroto criticar comercial parabêns agencia responsável comercial,1
merda ja nao matar boneca ano passado tirar essencia de ela fuder odiar ir jogar karma pra despedir URL,1
USER USER ficar gracinha calça mamilo ficar parecer velhinho,0
ridicular ehr comentario pessoa vazio,1
USER roleta russo palavra Foque trabalho falar vento,0
USER horroroso estimular criança errar homofobia direito pensar diferente piso burguer King,1
ficor quarenteno sair manifestação pqp,0
Lixo enfim marketeiro meder repercussão saber efeito sociaismas mudar atitude,0
organizador baile masca reembolso carai,0
USER USER eu cara pocisiona merda cara siga paz,1
Jojo Bota ordem em esse folgar mimar,0
Pai Coe bandido amer pra crlh né Pai filha pow amer cuidar Pai fdp algum gritar tô amar xau último mensagem recebi de ele fdp matar,1
USER nanar Correyro so foder,1
USER chato interromper cara hora,0
USER foder homofóbico,1
q diabo,1
dever morrer tomar tiro nojento caralho igual ator URL,1
louco,0
USER USER USER USER Lucas fábrica merda virar vítima real causa reação exacerbar Karol vencer liderança Nego Di imediatamente vetar prova sacanagem imenso,1
nazismo preconceituoso assassino comunismo comunismo defender santo dia NOJO,0
USER USER apagar comentario pronto USER escrita video focar comunidade Ta fazer lindo vc 3º USER USER,0
USER bronw opinião comida cor existência pessoa vc gostar homossexualidade continuar ser hetero calar,1
USER Telemadrid hacier el ridicular además un lavar bajo Feijoo puede Caer aún má puede llegar su audiencia al,1
BANDIDOS MERECEM USER USER USER USER,0
Tá misturar nojo criar cara de ela raiva aguentar twitte puta desgraçar,1
USER vc certo principalmente homem sexo sofri lobo pele cordeiro,1
Marica ya,0
Parabéns USER comercial atrair pessoa lanchonete patético criança haver opinião formar capacidade pra dialogar envolver vergonha vinr Brasil poste mijar cachorro certo tornar errado opinião contrário cancelar,1
absurdo criança nao maturidade escolha,1
USER ver cara anticristo USER acabar Brasil tar ver ai merda USER USER tar ver oUSER tar pra vir USER mau,1
mulher inteligente pra pessoa retardo,1
USER USER USER USER MATA USER USER USER USER,0
USER ouvido porra,0
pirigoso pa USER ta rir muuuito oaksoaksoaks fooda aushauhsuahsuahsuahsu,0
acompanhar papi 3 ano ver alto baixo de ele abandonar assistir conquista de ele pra vim cara q gtr bodkit falso shopee desmerecer kkkkkk vsf porra USER,1
picareta investiguar filhinho de ele ta mandar mundo pra colocar laranja controle acesso informação polícia USER Ser retardado enxergar USER crime USER ver coisa consigo acreditar gente brasileiro atrasar estar ano luz popuçaçao evoluído oque acontecer gente ver USER USER ter piedade,1
USER PIOR LER VOZ ALGUÉM EXORCISA CARAI,0
USER trabalhar bêbado drogar f né burro passar bosta dizer anteriormente Sinto Igor sintar USER usar crescimento bola frente car inteligente fumar merda tar fuder vida car,1
assuntos delicar discutir influência droga USER mesa bar Monark vc cara ruim expressar sóbrio imaginar chapado,1
USER pqp Scooby burro burrinho burro,1
USERCaraí USER morador rua falar formal kkkk usar arpa falar fluente uso arpa kkkk mendigo cara USER,1
Vida USER Capetaa kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
ver cobrar gostar fudido caralho URL,1
artista verdadeiro parasita trazer exemplo pra saber rebolar fumar maconha,1
kkkk deus desculoa nao julgar gordo nao senso gente roupa ne adequado pra maneira,1
amor casal nardone espécie pai bandido damorte Izabela feliz ter acontecer amor pai USER monstro,1
Cadeia nazista mínimo sociedade democrático,0
USER Ta pleno Hannah tô feliz bichinha,0
Olha moça algum surto demoniaca colocar nome santo senhor imundície de ela Usou bobo corte pra satisfazer espertize tirar proveito sã consciência envolver morador rua pleno século 21em pleno pandemia único propósito ter satisfazer vontade carnal de ela USER USER de esse imundo incrédulo,1
pessoa achar q falar q nao importar nao q Fodace vc,1
USER Hablemos Traidores Peronistas Salió del Placard URL,0
USER USER USER putar parir retardado caralho pensar anime órfão caralho jogo ajudar porra guerra PORRA JOGO COLOQUE COISINHA ANIMESINHO FICA COMPARANDO JOGO tar fácil pai falir doq jogo falir,1
USER Amiga cara escroto familia de ele tbm Le thread URL URL,0
USER comercial nojento comunidade lgbtkyznopq USER USER errar,1
wattpad tar merda achar fanfic 5 agr 30 pqp,1
USER How can you be Nigerian and Still gay how URL,1
USER USER observação putaria pobre tbm Pq putaria começar casal hetero,1
tomar sopinha tomar buceta,1
lixo,1
USER USER afinal conta afeiçoar diga música dançar verme letal satânico faminto URL,0
PUTAQUEPARIUUUUUU Angels Like you cabar cmg,0
USER canalha covarde,1
USER ridículo eso muestrar fue planear un principio lo las tlayur del AIFA,0
praga carai,0
USER fiquei pena Monark mundo hoje tomar cuidado falar normal pessoa falar merda programa vivo alcance ta esperto USER USER ta ai pra acabar ser ideologia lacração de eles,1
USER USER olha mano CUIDADO GALERA ESQUERDISTA LACRADORA VÊEM VC CHAMAR VEADO CANCELAR FACISTAAA PRECONCEITO FEIO HEM USE BOMBA VOCE SO TA FALANDO MERDA,0
falar porcario,0
inclusivesaudade caralho n aguento comida ruim país,1
USER USER existir instituição mundo apoiar pedofilia tática simplesmente diminuir idade representar pedofilia Brasil 14 ano perguntar pq 12 10 8 altamente justificar ideia criança resultar algum estupro sociedade evoluir USER prática homossexualidade padrão sexual relacional correto,1
USER USER USER SERÃO USER CHORA USER,0
USER cara romantizar imbecilidade Carlos Brazil comando contrataçõesAhhhhh faltar Torcida realmente tq carenteKkkkkkkkkk,0
USER USER falar mt besteira grosso USERuem conhecer programa ver USERue jeito de ele xingar menino tbm comédia USERue jornalismo Dar pra perceber USER termo USERue usar apesar ruim pUSER exaltar Ai USERualUSERuer palavra USERuerem processar Ve USERue famoso rico processar USER gente comum USER falar pior ninguém pUSER dinheiro bolso errar criança USERue falar direito pra falar amoroso velho pUSER USER USER USERue pai sao 7 ano ai USERue nao pra ta la,1
querer força armar explicar FORÇAS USER provar homem louco insano ficar fácil tirálo,1
canal lixo,1
flor jardim Deus homem amante mulher gostar By mendigo comedor kkkkkkkkkkkkkkkkkkkkk,1
45689que cirurgia porra 20 ano achar ir hospital pedir tratar fimose,0
USER falar merda dar em isso,1
USER USER aniversário de ele tar otário,1
253 vampiro vampiro vampiro USER ashaushaush calar boca porra morri mano kkkkkkkkkkkkkk,0
USER adiantar vc aceitar acaso aceitar vc emagrecer olhar adiantar vc falar bonito gordo gordo ruim prejudicar saudade olhar julgar,1
USER USER vagabundo chamar,1
comentário USER pessoa luz,1
USER USER USER persuasivo jogo Chegar top 10 espalhar voto exageradamente acabar q n indispor muito gente consequentemente acabar n ser votar junto eslô lucas esquecir votação detalhe resto de ela foder,1
USER nao vida peido capetaaa kkk,0
Nazismo casar genocídio matar milhão USER matar hoje matar Deverer Flow colocar especialista falar fazer comparação entender melhor ideologia monstruoso,1
porcaria propaganda,1
USER Ngm ligar pra velho broxa,0
juro moral comentário palavra obsceno ofensivo cheguei BK passar sentir cheiro fast food ir ânsia esperar passar horrível diabólico,1
USER USER USER USER haver argumento burro partir insulto ser acéfalo afinal argumentar urso,1
galera bando criança mano acordar mundo grito USER tar certíssimo,0
votar cara presidente vergonha falar arrependido observeer possuir traço egoísta autoritário realmente deputado nojo roubalheira PT observei em ele justiceiro USER USER presidente colocar amigo filho função favorecimento pessoal presidente interessado combate covid líder nação jogar corpo falar q responsabilidade prefeito governador presidente responsabilizar q falar de aí morto presidente birrento educado q errado vitima situação difícil compreender,1
mudança inferno arrumo arrumo p colocar,0
USER falar amiga segundafeira best lacrador ja ta rezado bicha falso,1
USER atenção atenção ler corno,1
USER arranjei estúpido,1
USER q odio so d ler porra fuder otaria,0
USER Fiz vídeo Instagram responder Zé Maria JP aonde falar coisa política fazer ser inocente Canalha trampolim pra corja esquerdista atacar URL,0
serio impasse porra ja to ver morgado la mt ruim,1
nojento mídia foco explorar canalhice de esse querer ser alguém família pessoa explorar audiência Marmota,1
prestaron cuneta flow y tengo mejor idea q verme l o show del Lolla porq el arrepentimiento solo va,0
soltar papagaio ficar cair porcaria quintal hora,1
nazismo significar matar pessoa literalmente Nazismo dignidade pessoa humano Nazismo pensamento pessoa USER USER,1
USER USER USER ficor raivinha causa vampiro virgem kkkkkkkkkkkkkkkkkkkkkkkr meninha kkkkkkkkkkkkk,0
USER Tá motivo hahahahahah vcs dever vergonha cara bando mau caráter URL,1
rt USER viar chato,1
USER ladrão FDP mentiroso país graças cumpadr STF patinar cara população,1
USER Quién pidió la consulta Ah sí el mismo presidente y su partido Ridículos Mejor ponte trabajar en la CDMX sé responsable lo del Rébsamen y la L12 y luego promueves consulta ilegales HASHTAG,0
BURRO FALTOU USER BASICO LIVRO 7ª USER USER USER GUERRA MUNDIAL ESTUPIUSERZ USER USER USERVERIA POSTO USER PIJAMA USER CAMPO USER CONCENTRAÇÃO USER ASCHWITZ DURANTE USER REGIÃO NOÇÃO USERSSA ESTUPIUSERZ PROPRIA LIBEINAGEM USER EXPRESSÃO USERBILOIUSER,0
USER Tirando programa ar criticar vc Tá fazer propaganda Bolsonaro desgraçar,0
USER Vc ladrão ladrão roubar saúde criança Maldito,1
mulher nojentar,1
USER USER sério USER n escrever amiguinho estudo USER comportar fascista USER concordar apoiador agressivo concordar ídolo,1
USER vdd n causa criança desculpa pra expor preconceito pq n mobilizar pra ajudar milhar criança sofrer rua ent q família tóxico maltratar Pq galera n importar n importar criança jogar ódio pra USER n aceitar pessoa lgbt n aceitar pessoa diferente ficar comentar monte besteira usar criança arma pra atacar comercial,1
USER USER USER colocação ser preconceituoso,0
