mensagem,odio
corrida liderança CND obviamente armação escolha Bernie chance,0
cota negro aumentar BBB né,0
CP recrutar revisor requisito falar espanhol ser importante contratar pessoa saibam crioulo,1
acredite querer Existe agefluid ideologia gênero provavelmente ati,0
prova importar Jair preconceituoso 1a q enquadrar moda atual difamalo,0
CRIMEIA ocupar Rússia durante governo Obama ser Obama bonzinho Rússia,0
ACTUALMENTE RETARDADO DEITOU BANHEIRA NUTELA,0
culpa Brasil jeito tar único exclusivamente dilma,0
culpa estrela vermelho,0
culpa tirar,1
Acusação estupro assédio agressão arruinar vida homem Ata,1
conhecimento doutrinação escola triste realidade Brasil mundo,1
vdd conhecer dar block pessoa,1
Ades patrocinar versão Branca Neve,0
Fazer viagem,0
Adicionei vídeo lista reprodução Angola China vs EUA verdade,0
Adicionei vídeo playlist Islão eu,0
diferença vergonha cara vs vagabundo,1
diferença Tribunais Comissões Parlamentares em este último haver pobre haver ninguém condenar,1
achar msm vc branquelo,0
branco achar racismo coitadismo vontade continuar perfil,0
vc q chamar q palmito,0
adivinha esquerda demonizar esquerda,1
adorar cerimônia nao to entender Monte país subdesenvolvido estádio,0
Adorar energia de aqui gostar lembrar ir trabalhar feriado gostar emprego tar ótimo rs,0
Adorar frase Viva louco normal acabar mundo rs,0
adorar católico lembrar bíblia Deus ser homofóbico Islão religião violência,0
ADQUIRA livro IDEOLOGIA GÊNERO EDUCAÇÃO doutrinação ser introduzer,0
Adquira cupom pra pro clube macho ser 4hs chibata 8,0
advogado Deputado,0
Advogados ABANDONAM moça acusar Feliciano abusoAgora moçaataca deputado procurador,1
voltar importante abrir cerveja matinal Fodase,0
Bolsonaro discussão idiota homofobia D,1
Aeeeee dilma cair ja viajar pra Miami,0
Emma Stone vestido saco lixo rodear saco lixo camião lixo estar,1
entrevista longo Super Bowl hoje noite 800 PM 000 BR Divirtase,0
homem começar cor Rosa,0
Aeroporto Mário Soares fazer sentido ser Ota Macau,1
esquerda lamentar morte bandido matar pra genocida Stalin matar po,1
esquerda palavra Sujeira Defendir ideologia sanguinário culpar usar,1
Esquerda Zumbi Palmares libertar negro escravidão pra escravizalos,0
esquerda morrer câncer terminal,1
esquerda falar rebelião justificar superlotação falar motivo fazer ir pr prisão,1
esquerda monte merda gente mídia chamar extremo,1
esquerda filha puta,1
esquerda gostar viver sujeira gostar feio idolatrar burrice Pichação arte vagabundo,1
esquerda inventar problema incutir cabeça pessoa problema existir repetir mentira acredit,1
esquerdalha ser escumalha selvagem carregar ódio violência,1
esquerdalha protegir media bom mostrar tolerância defender,0
esquerda reclamar coisa inventar próprio esquerda Racismo homofobia machismo nazismo cultura estupro luta classe,1
ética imprensa regional contrastar cartel comunicação social alcance nacional Felicito,0
Europa doente submissa espectáculo mariquice nojentar claro tornar presa fácil Islã,0
fdp comer carne q vc tb comar chupar pau,1
6a feira dia overdose Tourette hoje caravana pára ERICEIRA Auditório Jaime Lobo Silva 22h Is,0
feminazi cara pau pedir dinheiro blog ganhar boquinha 11 v,1
feminista alma de ela encontro ser puta consciente,1
programa sexo achar absurdo família falar abertamente sexo casa pq,1
Festa Branco evento prometer marcar Cruzeiro Diamantes 2017 inspiração,0
Afffffff Deus ficar olhar funça atual ex,0
afff N dou,0
aff pq vc pintar cabelotd mundo q vermelho loiro ficar tom pele claro,0
aff negro oscar sao racista pfvr miga melhorar,0
afinal Constituição República fazer senhor servir violar,0
afinal privatização ensino médiosuperior brasileiro projeto social ajudar milhão levantar país,0
AFINAL TIME PRESÍDIO PRECISA GOLEIRO,0
força sonho,0
ver alterar fato,0
Ixi amiga marron marromeno termino namoro foda ne,1
amiga,0
ooo amorrr ja chegar,0
tudooo diaaaa,0
inventar hahaha,0
seminário Ideologia GêneroCom certificar 08 09 abril RO,0
agenda actualizar próximo,0
1112 e13 MarçoSP Informações Igreja Batista,0
palestra identidade gêneroIdeologia Gênero,0
março 18 19 Simpósio Ideologia Gênero,0
agenda Março Ideologia Gênero,0
agenda próximo tempo Bilhetes FNAC Ticketline,0
agenda 1103 Congresso Evangelizar KIDS Igreja Batista,0
Agendas dias 18 19 março SP Simpósio Ideologia Genero Cultos familiar,0
Agende seminário palestra liderança jovem igreja Ideologia Gênero 5 livro,0
gente mulher humano burra acreditar poder amor verdadeiro,1
gente nao mulher ta feliz burca nao tranquilo p travesti ta roupa etc etc etc,1
cara escolher foto fanfarrão,0
grevenão trabalharÉ alívio BRASIL atrapalhar país Devo,0
globo mentir futebol feminino mulherada iluder acreditar normal,0
mostrar beleza amor carnavalMas verdade ligar mostrar tda violência,1
Gloria Alvarez arrebentar discurso de ela CPAC 2016 sensacional,0
2 fato cidadão passar portar arma transformar bandido Crime índole,1
dar tilt AMEBA cara pau comparar Trump Hugo Chavez,1
oficial dinossauro extinto,1
gorda feio pra caralho,1
enter branco namorar negro Ue terminar colégio pegar vaga Mac Valeu,0
refugiado causa guerra chamar refugiado económico fugir,0
pareçar gajo vir fufa fufa pq experimentar pila Lol,0
dilma sair assumir Aécio né,0
refugiado ideologia Cultura completamente INCOMPATÍVEIS,0
latino imundo parar entrar EUA,1
correto abraço,0
ASSUMO,0
perfume,0
LISBOA estar pronto começar,0
tar moda colocar culpa país OM enganer outrosQuem produzir REFUGIADOS EUA OTAN,0
apropriação cultural turbante,0
sentido,1
vc pensar cidadã cuidar próprio filha querer impor sala aula ensinar filho absurdo,1
Agradecese empurrão outro Atlântico golpe misericórdia famigerado,0
imprensa população esquerdista mostrar quão democrático sequer deixar Trump COMEÇAR trabalhar,0
haver tanto furo ilegal Washington Haver furo negociar,0
greve Estivador,0
aguarela ano,0
água essencial maricas Cerveja essencial,0
ahahaha musa destroem petista Gleisi hoffman,0
hipocrisia esquerdista alto essência ódio DAÍ PORRA,1
ah filho porteiro passar enem,0
ah artista eh gordo ehr feio dinheiro n melhora FODE GAROTA EH PQ EH FAMOSA Q Q PERFEITA,1
ah perigo islão civilização europeu,0
ah nacionalismo gajo económico económico PCP diferença PCP querer Angola volta,0
ah valente mortalidade infantil Angola oh isabel,1
ah dó presidiário Deles vítima,1
identidade vender,0
ideologia gênero chegar alto grau insanidade identidade gênero ALIENÍGENAOK,0
ai fiz 1 piada sexista machista vc burra senso humor FELIZ DIA MULHER,0
ai luigi vc ta militar q sacar pq entendar privilégio nascer homem branco,0
imagem definir esquerdo Esquerda vagabundo mascarar patriota bandeir,1
ai deus vida loko,0
imprensa bandido pra ter algum dúvida,1
suspeito né VAGABUNDOS comprovar bandido ATIRANDO PM carro ROUB,1
propósito afim ficar palavra alguém Pacheco Pereira,0
q FIFA n atribuir prémio fairplay Chapecoense parar premiar equipa cujo jogador atirar p chão,0
sapatão preciso,1
crivella ganhar imaginar rio droga legalizar PM aborto liberar,0
STF soltar goleiro BRUNO saber moral caso Bolsonaro piada STF,0
trump ganhar imaginar mundo guerra preconceito chato BOMBA COREIA,1
surpreendido cara sapatão camilinha,1
acreditar estar dia 2407 Serio Saco,0
falar lingua homem anjo usar pra denegrir imagem,0
tráfico pq gente comprar compra voltar crime estar harmonia,1
ain repente Mano pq vcs achar q postar ler texto apelo meritocracia q título,1
Ain Dória ir último 2 mesesse candidatar presidente PSDB 2018 votar em ele,0
internet Feministase cia infiltrar órgão Justiça buscar combater crescente censura vio justiça,0
intoxicação mariquice mental ditadura relativismo anular valor enfraquecer vontade,0
ai q gostoso Cléo Pires fumar publicar NET pq privilégio branco classe ehr lindo,0
ai saudade ditadura,0
ai socorro Jesus deixar mulher programa pra gente ouvir botar conceito físico cozinha,1
ai preto bbb vo assistir kkk,1
deixar zumbi virar jogo mortal,0
ai vc chegar colegio super cansado trabalho curso encontrar grupinho sapatao falar ex sapatao ex,0
sensacional,0
menina transtorno personalidade mau,1
mulher precisar obrigatoriamente feminista mulher comp,1
ser humano,0
Ju tar corado andar pegar praia,0
sentir seguro dia,0
nao esquecer receber refugiado guerra islamizar Brasil,0
filme Curioso caso atacar Igreja Católica Cristianismo Defender Papa Francisco,0
pra mulher hoje dia aguentar movimento feministatar macho kkkkk,1
quebrar molecada arisca hahahahaha,0
caso brasileiraporque 5 kg cocaínaé peso bulldogue france,0
justiça serviço mercê privilégio quanto,0
ALÔ FEMINISTA POELA VOLTOU PAI,0
ALÔ FEMINISTAS PAI,0
ALÔ FEMINISTAS SOLAR RESOLVEU APARECER PAI,0
ALÔ RAPAZIADA HORA DESLIGAR REDE SOCIAL SABADÃO CHURRASCÃO CERVEJÃO PRATICAR COITO ABRAÇO,0
ALÔ RAPAZIADA VAMOS RESPEITAR DONZELAS PORCOS BÊBADOS IMUNDOS,0
LavaJato chegar Foro Paulo descobrir Odebrecht dar dinheiro FARC lindo trabalho Pol,0
perfil falar mau gente branco racista coerência cadêr,1
racismo machismo esteriotipar mulher causa dolugar nascer ne claro,1
racistamachista argumento,0
vc dever calar boca pq vc racista,0
Tb entendar Concordo vc,0
tremendo baboseira quantidade erro português absurdo Qq comunicação sério ter vergon,1
hábito,0
falar abafar sabesr Jesus jantar hoje Palhinha,0
ir ficar ficar excitado,0
Jornalista Adquira Livros IDEOLOGIA GÊNERO EDUCAÇÃO FAMÍLIAS,0
Deixar chefe Olavo Rrsss ST,0
paraíso 40min Curitiba Litoral Faça Evento Empresas Igrejas,0
ministro 13 senador rejeitar nome 13 PESSOALKKK KKKKKKKKK,1
amer,0
melhor ajudar refugiado levar cultura ocidental pra contrário espalhar problema,1
Alexandre Moraes dever sequer ser ministro ocupar cadeira STF Gsus,0
Alexandres Morais ministro 13 senador votar 13 pessoalkkkk,0
algarvio caravana grego Batáguas Auditório Verde 22h Bilhetes sítio co,0
incomodar extremamente esquerda MULHER vender discurso barato politicamente correto,1
Alguem peixe Pq pesquei cheiro todasssss,0
Alguem colocar FACA MUÇULMANO PEITO MERKELPQ ACONTECE ALEMANHA,0
Alguém conseguir chorar litro,0
Alguém conseguir guardachuva amarelo lembrar how I met Your Mother,1
alguém adaptação foto Dilma 12 milhão desempregado,0
Alguém passar TL Esquerda gostar debate demo,0
Alguém mulher negro aposentar idade diferente mulher branco,1
Alguém Habibs abrir falência boicote causa menino morrer droga,0
ALGUÉM AVISA MOLECADA CARNAVAL Ê BEBEDERA PUTARIA PRESERVATIVO ESTRANHOS FICA RESPEITO,0
Alguém topar cabeça empalada Dê fav pra testar,0
razão explicar Fenômeno Bolsonaro,0
Alias mulher saber ficar achar gozar penetração algum problema,1
aliás universo publicidade repleto bundão,1
aliás pra futebol COPA acompanhar próximo 4 ano Deixe gostar paz,0
aliás reunião base violão propicio massacre serra elétrico,0
aliás porra Felipe Neto Neto imaginar fracassar,0
aliás vc xingar alguém direito falar mãe sujeito chamar bundão Basta,1
aliás desper preconceito viver,1
lição hoje mulher burro Brasil pular ônibus movimento estar degrau Anchieta,1
achas fufa useless,0
linda colocar soneca desligar despertador inteligente,0
sério Qq dia relato bom especialista pósgraduar auto flagelação formar desligamento,0
Ex hj percebi vc Promoter Comunidade Morango tô tentar descobrir sócia,0
OI Sugeri JV ninguém dar bola tar afim vc moral gente rsrsrs,1
lista talento feminista clique visualizar,0
xequemate filmaço,0
lógico coxinha amer cunha q afastar ladrao impedir impeachment voltar Cunha,0
Luisa pesquisadora lançar projeto apoiar escritor Ajude quantia,0
luta continuar,0
maconha rir mesmo mãe chorar,0
1618 AMADO BATISTA TIRA 38 CINTURA 3 TIROS PRO ALTO GRITA BOLSONARO 2018 APLAUSOS VAIAS,0
mãe Maddie concorrer Britains Got Talent Espero ir célebre truque magia criança desaparecer,0
mãe nóia dizer justiça Fácil prender,0
ambição mulher despertar amor,1
diferença criminoso pessoa criminoso estúpir suficiente ser pego,1
pessoa viva ilegal atirar em ele,1
malta La La Land conseguir festejar vitória durante Passos Portas 2015,0
achar q vc falar bosta,1
vc achar racismo processar,0
medir palavra silenciar Angelica vc silenciar tambem,0
aceitar fiquar mesmo tecla racismo sofrer silenciamento,0
ngm perguntar opiniao branco racismo vc dar achar q estar mesmo,0
opinião tb cadeia cuidado fiota,0
branca concordar negro ofenda racismo q sentir vc levar opinião consideração,0
gente menina dar biscoito achar q vc n ehr mulher burro mundo,1
amanhã Angola feriado,0
amanhã sextafeira dir CGTP excelente dia convocar greve função público,0
manifestação frente causa cancelamento conferência Nogueira Pinto universidade,1
amante homem fuder burro pepita mulher,1
Maria Vieira livre pensar cabeça Ana Bola produto lixo emprego Força,1
Ameaça Ridículo habituar ver ameaça existir,0
menina acordar 6 pro trabalho sair 18 pra faculdade chegar casa 11 qdo vencer vida graças feminismo,1
américaMG olhar oq senhor coelho safar,1
americano amplamente cidade santuário,0
mídia NOTÍCIAS FALSAS desconhecer verdade deliberadamente perigo país falido virar pia,0
mídia notícia falso insano teoria conspiratório ódio cego inassistível,1
mídia NOTÍCIAS FALSAS falido inimiga inimigo d,0
mídia NOTÍCIAS FALSAS inventar história fonte eficaz democrata desmoralizar is,1
mídia fazer prefeito comigo forçar tar homofobia rotular ridicularizar,0
mídia reportar Dívida Nacional abaixar 12 bilhão vs aumento 200 bilhão Obama,0
amiga chamar querer refutar falar fato lógico verdade,0
Amigo acreditar vc cortar pau defesa feminismo discurso feministo garantir foda hoje,1
Amigo Israel PROIBIÇÃO MUNDIAL crítica Islão Facebook,0
Amigos Acabei terrário cunhado Vanessa Alves Scarpimo achar pena,0
mina gordo indireta mandar pra servir,0
mina aguentar pronunciar alfabeto inteiro respirar pregar q gordofobia matar,0
avó morrer haver 10 ano conseguir mexer emocionante Taça Liga,0
casa aceitar refugiado aka Mónica,0
brincar verdade brincadeira engraçado mundo,0
mãe expulsarme casa pq existir fufa adorar família,0
mitológico desconhecir diferença imigrante ilegal turista,0
miudagem formatar comentar ofender perceber decadente significar queda dest,0
cara mandar tirar colar relógio make mandar tirar foto burca ter,1
amar chamar atenção pro corpo pra mostrar mostrar esbanjo ob,0
amar negro tao gnt pena q parar vender,0
constituição 1932 Porra Bisavó nascer 32,0
tb futurarecemsolteiraaindaapaixonada rs,0
excelente parabéns vir mudança,0
Gostar achar bonito nao nao huahahaauahauhau,0
hahahaha rs tb achar,0
Hello interagir thudhu,0
Normalll imaginar situação pssoa tb ne foda,1
Own gata depender eu de ela ir futuro reserva solteiro,1
puts complicado respeitar sensação ótimo encarar Seicomoé,0
Tb soninho eis trabalho amanhã hj feriado sampa tb trabalho rs Affff rs,0
galera reunir governo intransigente Vargas Oficialmente min 800 pssoa morrer cidade bombardear,0
aMore ajuda divulgar livro ESCRITORA mUSICO,0
Amores pra gostar leitura pra gostar,0
amor liberdade mote campanha Insecta Shoes Dia Internacional Mulher contar,1
estranho,1
mulher lentamente decifrar enigma encanto encanto,1
mulher deposta cargo MAQUIAR BALANÇO Público candidatar Brasil pra permitir ess,1
mulher engenheira nuclear conseguir cozinha puto merdaaaao,1
mulher físico nuclear cara oq tar fazer cozinha,1
mulher ehr mega inteligente doutorar ate casa caraí cozinha porra,1
mulher nerd experimento esquisito cozinha passar,1
mulher anjo diabo corpo,1
MULHER PERFEITA LINDA TRABALHADORA PAULADA FEMINISTA FEICEBUK ACHO VOU PEDILÁ CAS,0
mulher posdoctor fisica pesquisador arraza cozinha mulher de esse bicho,1
mulher gênio vei sentir burra cel saber,1
mulher vantagem cozinha conhecer coisa físico,1
mulher burro Brasil,1
mulher BBB soltar mexicano mexicano Caixa dágua programa gente burro porra,1
mulher querer NAO DECOTE VADIA NAO ANDAR BURCA,1
mulher único via superar homem mulher dia,1
música cor classes simples projeto mudar vida muito pessoa,1
aff tutorial tédio VÊ edição vídeo vc entrar facul maquiagem,0
zzzz completar gordo feio faltar boba pra 5a série,1
consigo lembrar campanha sinto mt lixo humano gente falar,1
sapatao ter q né sonho bjar callie arizona realizálo,0
Bolsonaro colocar milhar pessoa Aeroporto,1
Sorria querido musa,0
achar gordo feio autoestima ataaaa,1
NASA ACHOU 7 PLANETAS AI CONSEGUE ACHAR eMPREGO,0
ter ver votação ir votar Espera contagem voto ser Angola,0
natureza perfazer olhar filhote nascer quanto s mamãe merecer hein,0
aNDEIr LENDO REDE SOCIAL SR ANDA ENGOLINDO MUITA ULTIMAMENTE IMPOA FELIZ ABRAÇO,0
andar passear Baixa Porto encontrar prédio transformar turismo habitação JURO Vou jogar Euromilhões,0
Andréia Sadi reporter GloboNews agredir marmanjo militante esquerda coletivo pósderrota Hadda,1
irônico concordar algum revever conceito 3,0
pimenta comentar estrevista,0
Hj tdo mundo preoc c colega escrit saber q ter ir entrevista disfarçar fazer preocupado,0
Ixi nêga tá Sampa tá dia lindo tô fazer casa acompanhar colica danar,0
lindo Intrigante massa,1
nUsssss Magavilha heinnn mAssa promo,0
taí qrir picolé carambola Jambo dia hj mto trab noite solidão fera,1
sair sapatão incubar,1
Angola ratificar acordo ortográfico Língua Portuguesa Escrevam yh,0
ANGOLA produzir cartão eleitoral fiável conceder bilhete,0
Angola drama comédia,0
algum motivo pensar Cabo Verde Cabo Verde propósito,0
Angola vs Mali PSG vs Barcelona Mera consciência ser Angola único equipa fraco,0
vida babar ovo Bia bia feio gordo,1
Miga fuçado livro amiga revisar,0
ta chique rs mto contato hahaah ta,0
vontade comentário desaforar pra menina achar ir,1
Tá msn,0
galinha gisar Ahhh convidaaaaaaaaaaaa rsrs,0
vixi treta,0
virar fiscal piada mandar multa la pra casa,0
13 ano PT levar Brasil mau crise economico história país doente esquerdista dize,1
4 ano Lembro casado qdo finado ouver band fm pq exmulher gostar Danilo,0
4 ANOS CHORÃO MUDOU BANDA TROCOU CHARLI BRAU JR SEPULTURA,0
Nação casa correcto casa porta verdade,0
21 ano Mamonas Assassinas FOSSEM VIVOS ESTARIA FAZENDO TEXTÃO ACUSANDO CARA MACHISMO HOMOFOBIA RACISMO ETC,0
notícia velho preconceito presente,1
ansioso comício Flórida amanhã multidão vista,1
ansioso página Facebook ar Ajude denuncia,0
ir notícia requentar desonesto intelectualmente assista vídeo,1
overdose Tourette chegar cidade decidir apresentarno bom Eis Manel Cardoso,0
antigamente ninguém ofender,0
Senhor ministro corte gordura mordomia dirigente,0
vivo PNR certo sr ministro,0
gozar pessoa Homofobia selvajario islâmico gostar importar,1
Angola wi,0
contrário defender força ordem segurança,0
AO90 crime traição identidade haver desobedecer estupidez,1
longo história defender democrático direito esquerdista OAB SP,1
mestre carinhoLuiz Carlos Alborghetti 120219459122009 jornalista radialista culhão RIP,0
opinião juiz praticamente impedir força segurança país funcionem ridículo,0
organizadora Marcha Mulher EUA implantação SHARIA país ligação Hamas,0
mariquinha passar dia twittar voltar,0
pouco ir acabar tentativa destruir democracia,0
ficar cara feio abrir droga sertanejo mulher burrar ver,1
VIVO declaração conjunta Presidente Trump Ministro Shinzo Abe,0
apagão nordeste descobrir ter energia elétrico kkkkk,0
aparentemente 592 página livro Cavaco Silva conter enxofre armazém Sapec Setúbal,0
aparentemente ligação terrorista vêer Islão contémr ovo serpente Terrorista,1
q vc rier d piada d loira português gaucho vc perder direito d ofender c qualqer outro piada Danilo Gentili,0
brincadeira,0
apesar gostar mala mala Angola altura ano bater pq entrar roupa verão,0
apesar ser Australia ACDC banda homem verdade,0
Apesentolhes recurso usar Internet hj dia I R N I,0
petição pedir despenalização aprovar unanimidade comissão parlamentar vergonha,0
PL 251615 propor imigração massa refugiado islâmico Brasil QUEREMOS SHARIA BRASIL,1
pm racistajá ver policial negro ok,1
PM entrar meter cacete em esse escola ocupar bar vagabundo nao estudar ficar morar porra escola,1
politica brasileiro mercado peixeo peixe feder pessoa acostumado issoe achar normal,1
10 ano IVG Interrupção Voluntária Gravidez aborto diminuír índice,0
dia conversa produtivo Ministro Abe voltar Japão,0
forçar desculpar péssimo impreciso cobertura eu vencer eleição NOTÍCIAS FALSAS,0
vitória Geert Wilders esperança Europa mudança Força,0
ser declarar persona non grata Algarve Alentejo Henrique Raposo correr risco vida Twitter Restalhe Tinder,0
apostar advogado criar argumento fato presidente Obama grampear telefone Outu,0
praga valer,0
apresentovos missil AEN17 totalmente dirigir Angola dó piedade Angola va,0
Patriots horrível Alguém Palhinha jogar,0
procuradora Deborah Duprat CRIANÇA PEENCE FAMÍLIA Dr Miguel Nagib advogado responsável,0
professora EF escrever nome errar mulher burro,1
propósito Campus Party baitolinha amigo real virgem,0
apropriação cultura árabe moda pacto narcísico by,0
próprio culpar exposição filha Maria Rosário postar foto droga nude instagram,0
jornada overdose TouretteOn The Road jogase norte 2 MAR VISEU 3 MAR POO 4 MAR,0
publicidade respirar,0
campainha q ouver directo Assembleia d República servir recordar passar dispendioso infantário,0
gente vestir branco parecer céu céu Santo,1
130 operária queimar fábrica 1857 bundão covarde carater,1
pessoa mudar mundo saber conjugar verbo,1
símbolo fome,0
barzinho barra elite opressor bjs noite,0
Brasil tanto refugiado guerra Síria registro ataque,0
cachorro,0
cachorro digitar,0
redução pena estupro vulnerável retrocesso gigante legislação brasileiro,1
argumento cristão grande perseguidor religioso ninguém importar idéia luná,1
argumento burro refutar falar fato lógico verdade viver esconder,1
estar divulgar,0
Arnold Schwarzenegger pedir pra sair Aprendiz demitir fraco ridículo Ibope de ele eu tr,0
Arrisquei cantar canção Tributo Demis Rousso emocionar fiquei receio branco hora,0
15mil chamar receber DESTAS 2mil relativo violência mulher ler,1
moço post Facebook automaticamente publicar twitter Deixar BURRO Pqp,0
vc literalmente pra ver,0
sapa cidade,0
sapatão lindo mundo livro hoje rs,1
saudade acabar kkkkkkk ta gordo feio Deixe lixo,1
Sbx sapatão organizador kkkkk pq cover gay ue,1
Senadora Paraná mandar mulher greve sexo,1
feminista odeiar preocupar odeier,0
força maligno esquerda tentar dominar mente TA ACONTECENDO,1
fufa celebrar dia mulher,1
fufa d lx falso q dóir kkk,1
fufa benfa ganhar sp kkk,0
fufa maluco,0
fufa usar msm argumento cono,0
Sharia conjunto lei islâmico ver feminismo protesto Sharia,1
xingar falecido tô chamar ruim feio gordo,1
ashsahashsahdsa bom meme,0
situação Europa resumer Aceitar refugiado lidar risco terrorista infiltrar aceitar taxar xenofóbico,1
bom mulher trepar piore Lemmy Motörhead,1
